,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
877,Chandigarh to Shimla,Chandigarh Transport Undertaking (CTU) - 165747,HVAC Seater (2+3),17:12,21:47,04h 35m,INR 307.62,47 Seats available,4.3
878,Chandigarh to Kangra,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:10,05h 15m,569,17 Seats available,4.6
879,Chandigarh to Kangra,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05:10,05h 15m,474,26 Seats available,4.8
880,Chandigarh to Kangra,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),NON A/C Semi Sleeper (2+2),23:55,05:30,05h 35m,INR 999,29 Seats available,2.5
881,Delhi to Nalagarh,HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,07:15,09h 45m,INR 332,39 Seats available,2.5
882,Delhi to Nalagarh,HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,06:00,07h 15m,INR 332,36 Seats available,4.6
883,Delhi to Nalagarh,HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,06:00,06h 40m,INR 632,35 Seats available,3.8
884,Baddi (Himachal Pradesh) to Delhi,HRTC - 6709,Ordinary 3+2 Non AC Seater,19:30,01:45,06h 15m,INR 310,34 Seats available,3.9
885,Baddi (Himachal Pradesh) to Delhi,HRTC - 843,Ordinary 3+2 Non AC Seater,20:30,04:00,07h 30m,INR 310,33 Seats available,3.7
886,Baddi (Himachal Pradesh) to Delhi,HRTC - 6639,Himsuta AC Seater Volvo/Scania 2+2,20:45,03:30,06h 45m,INR 588,18 Seats available,3.7
887,Kangra to Delhi,HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,03:15,12h 15m,INR 630,37 Seats available,1.4
888,Kangra to Delhi,HRTC - 653,A/C Executive (2+3),17:05,05:30,12h 25m,INR 770,43 Seats available,2.4
889,Kangra to Delhi,HRTC - 1104,Ordinary 3+2 Non AC Seater,17:20,05:30,12h 10m,INR 630,34 Seats available,3.8
890,Kangra to Delhi,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,18:30,05:15,10h 45m,INR 1158,18 Seats available,4.6
891,Kangra to Delhi,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:45,06:00,11h 15m,INR 709,22 Seats available,3.1
892,Kangra to Delhi,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,19:00,05:40,10h 40m,INR 688,15 Seats available,4.5
893,Kangra to Delhi,HRTC - 951,Ordinary 3+2 Non AC Seater,19:25,06:45,11h 20m,INR 630,37 Seats available,2.2
894,Kangra to Delhi,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,19:35,07:20,11h 45m,INR 688,25 Seats available,4.2
895,Kangra to Delhi,HRTC - 905,Ordinary 3+2 Non AC Seater,21:00,07:45,10h 45m,INR 650,37 Seats available,3.8
896,Kangra to Delhi,HRTC - 1152,Ordinary 3+2 Non AC Seater,21:30,08:10,10h 40m,INR 630,32 Seats available,3.9
897,Kangra to Delhi,HRTC - 1103,A/C Executive (2+3),21:55,07:30,09h 35m,INR 760,26 Seats available,3.8
898,Kangra to Delhi,HRTC - 1116,A/C Executive (2+3),22:35,09:00,10h 25m,INR 780,11 Seats available,4.3
899,Kangra to Delhi,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,05:30,09h 45m,747,14 Seats available,4.9
900,Kangra to Delhi,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,05:45,09h 25m,675,9 Seats available,4.8
901,Kangra to Delhi,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,06:30,09h 20m,657,27 Seats available,4.8
902,Kangra to Delhi,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),19:40,05:10,09h 30m,720,26 Seats available,3.9
903,Kangra to Delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,08:30,10h 00m,854,18 Seats available,4.8
904,Kangra to Delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,06:30,08h 45m,664,26 Seats available,4.8
905,Kangra to Delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,05:30,10h 20m,759,12 Seats available,4.7
906,Kangra to Delhi,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),20:40,06:00,09h 20m,638,7 Seats available,4.2
907,Kangra to Delhi,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:45,06:20,09h 35m,569,33 Seats available,4.6
908,Kangra to Delhi,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:30,05:30,09h 00m,786,17 Seats available,4.7
909,Kangra to Delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),22:15,07:30,09h 15m,729,10 Seats available,4.7
910,Kangra to Delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,05:05,08h 55m,646,32 Seats available,4.6
911,Kangra to Delhi,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),22:00,07:30,09h 30m,949,21 Seats available,4.6
912,Kangra to Delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,06:00,09h 30m,664,27 Seats available,4.5
913,Kangra to Delhi,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:05,06:55,08h 50m,766,37 Seats available,4.4
914,Kangra to Delhi,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,06:20,10h 10m,INR 700,13 Seats available,4.5
915,Kangra to Delhi,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:45,06:15,09h 30m,INR 940,7 Seats available,4.5
916,Kangra to Delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),21:20,06:50,09h 30m,809,15 Seats available,3.5
917,Kangra to Delhi,Northern Travels,Volvo A/C Semi Sleeper (2+2),19:45,05:15,09h 30m,INR 699,5 Seats available,2.5
918,Kangra to Delhi,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,05:00,09h 00m,674,32 Seats available,4.6
919,Kangra to Delhi,Triptara tour & Travel,Scania Multi-Axle AC Semi Sleeper (2+2),21:28,06:55,09h 27m,608,25 Seats available,4.5
920,Kangra to Delhi,FlixBus,A/C Seater (2+2),18:40,05:20,10h 40m,INR 977,14 Seats available,4.8
921,Ghumarwin to Delhi,HRTC - 680,Ordinary 3+2 Non AC Seater,18:18,04:30,10h 12m,INR 485,30 Seats available,4.2
922,Ghumarwin to Delhi,HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,05:00,09h 20m,INR 463,37 Seats available,4.7
923,Ghumarwin to Delhi,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:00,04:30,08h 30m,INR 912,5 Seats available,4.7
924,Ghumarwin to Delhi,HRTC - 651,Ordinary 3+2 Non AC Seater,20:14,04:30,08h 16m,INR 463,15 Seats available,4.2
925,Ghumarwin to Delhi,HRTC - 750,A/C Executive (2+3),20:30,06:00,09h 30m,INR 600,9 Seats available,2.8
926,Ghumarwin to Delhi,HRTC - 1107,Ordinary 3+2 Non AC Seater,20:30,04:15,07h 45m,INR 463,25 Seats available,2.2
927,Ghumarwin to Delhi,HRTC - 78,Himsuta AC Seater Volvo/Scania 2+2,21:15,05:00,07h 45m,INR 892,4 Seats available,4.6
928,Delhi to Sarkaghat,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,05:20,11h 15m,INR 612,34 Seats available,4.5
929,Delhi to Sarkaghat,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,04:10,08h 56m,INR 575,28 Seats available,4.6
930,Delhi to Sarkaghat,HRTC - 549,A/C Executive (2+3),19:25,06:45,11h 20m,INR 701,42 Seats available,2.7
931,Delhi to Sarkaghat,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,07:10,10h 55m,INR 575,36 Seats available,3.9
932,Delhi to Sarkaghat,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,06:40,10h 05m,INR 1078,24 Seats available,4.2
